"sound.files","selec","start","end","bottom.freq","top.freq","template","data.set","environm","orig.sound.file","Temperatura","Humedad","distance","Vegetacion","Transecto","signal.type","reference","blur.ratio"
"200303-001.wav_980",1,0.04,0.143764172334991,2.6251,5.2105,"Haemorhous-mexicanus-220518.wav_1","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_1",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_1","200303-000.wav_980-1",0.13188436954013
"200303-001.wav_981",1,0.04,0.163877551020996,1.8694,3.6195,"Haemorhous-mexicanus-220518.wav_2","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_2",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_2","200303-000.wav_981-1",0.168195507601852
"200303-001.wav_982",1,0.04,0.13446712018098,2.9036,5.5685,"Haemorhous-mexicanus-220518.wav_3","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_3",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_3","200303-000.wav_982-1",0.11886512774704
"200303-001.wav_983",1,0.04,0.185555555556001,3.0229,5.7673,"Haemorhous-mexicanus-220518.wav_4","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_4",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_4","200303-000.wav_983-1",0.159781186290748
"200303-001.wav_984",1,0.04,0.201043083900012,2.9831,5.6878,"Haemorhous-mexicanus-220518.wav_5","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_5",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_5","200303-000.wav_984-1",0.164265567422491
"200303-001.wav_985",1,0.04,0.0864625850339928,4.9761,7.9592,"Haemorhous-mexicanus-220518.wav_6","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_6",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_6","200303-000.wav_985-1",0.187282662805928
"200303-001.wav_986",1,0.04,0.10970521541902,2.5896,4.3397,"Haemorhous-mexicanus-220518.wav_7","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_7",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_7","200303-000.wav_986-1",0.163913280488084
"200303-001.wav_987",1,0.04,0.174716553288001,3.1067,4.6977,"Haemorhous-mexicanus-220518.wav_8","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_8",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_8","200303-000.wav_987-1",0.226746369087634
"200303-001.wav_988",1,0.04,0.142199546485991,2.1919,5.3341,"Haemorhous-mexicanus-220518.wav_9","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_9",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_9","200303-000.wav_988-1",0.178042788640391
"200303-001.wav_989",1,0.04,0.244399092969993,2.1521,4.5783,"Haemorhous-mexicanus-220518.wav_10","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_10",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_10","200303-000.wav_989-1",0.179208186394815
"200303-001.wav_990",1,0.04,0.264512471655004,1.7146,5.0556,"Haemorhous-mexicanus-220518.wav_11","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_11",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_11","200303-000.wav_990-1",0.132993056688566
"200303-001.wav_991",1,0.04,0.180907029478996,1.8339,5.692,"Haemorhous-mexicanus-220518.wav_12","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_12",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_12","200303-000.wav_991-1",0.183147840062915
"200303-001.wav_992",1,0.04,0.114331065758997,1.5555,4.4192,"Haemorhous-mexicanus-220518.wav_13","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_13",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_13","200303-000.wav_992-1",0.186205981527115
"200303-001.wav_993",1,0.04,0.13911564625898,1.5157,6.0898,"Haemorhous-mexicanus-220518.wav_14","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_14",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_14","200303-000.wav_993-1",0.10338871452779
"200303-001.wav_994",1,0.04,0.137573696144991,1.6748,6.3682,"Haemorhous-mexicanus-220518.wav_15","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_15",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_15","200303-000.wav_994-1",0.133511592612416
"200303-001.wav_995",1,0.04,0.148412698412991,1.635,6.3284,"Haemorhous-mexicanus-220518.wav_16","Paulina","desierto_abierto","Haemorhous-mexicanus-220518.wav_16",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-220518.wav_16","200303-000.wav_995-1",0.0904972143860929
"200303-001.wav_996",1,0.04,0.14530612244898,2.413,3.8051,"Haemorhous-mexicanus-252731.wav_1","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_1",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_1","200303-000.wav_996-1",0.157247747094453
"200303-001.wav_997",1,0.04,0.151496598639008,1.8562,4.0835,"Haemorhous-mexicanus-252731.wav_2","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_2",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_2","200303-000.wav_997-1",0.14120099647129
"200303-001.wav_998",1,0.04,0.284648526077015,2.2274,4.826,"Haemorhous-mexicanus-252731.wav_3","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_3",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_3","200303-000.wav_998-1",0.120033138404835
"200303-001.wav_999",1,0.04,0.30013605442202,1.5777,5.6613,"Haemorhous-mexicanus-252731.wav_4","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_4",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_4","200303-000.wav_999-1",0.179536784843191
"200303-001.wav_1000",1,0.04,0.272267573696021,1.6705,3.3411,"Haemorhous-mexicanus-252731.wav_5","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_5",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_5","200303-000.wav_1000-1",0.121984191722019
"200303-001.wav_1001",1,0.04,0.346575963719013,1.2065,5.1044,"Haemorhous-mexicanus-252731.wav_6","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_6",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_6","200303-000.wav_1001-1",0.125180374729675
"200303-001.wav_1002",1,0.04,0.293945578230997,1.4849,5.0116,"Haemorhous-mexicanus-252731.wav_7","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_7",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_7","200303-000.wav_1002-1",0.158711203155253
"200303-001.wav_1003",1,0.04,0.290839002268009,1.949,5.1972,"Haemorhous-mexicanus-252731.wav_8","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_8",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_8","200303-000.wav_1003-1",0.114347431082219
"200303-001.wav_1004",1,0.04,0.306326530612019,2.1346,5.8469,"Haemorhous-mexicanus-252731.wav_9","Paulina","bosque_abierto","Haemorhous-mexicanus-252731.wav_9",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-252731.wav_9","200303-000.wav_1004-1",0.152774827528707
"200303-001.wav_1005",1,0.04,0.105714285713995,2.8638,4.773,"Haemorhous-mexicanus-268457.wav_1","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_1",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_1","200303-000.wav_1005-1",0.192259332451509
"200303-001.wav_1006",1,0.04,0.129795918367997,2.8638,4.9321,"Haemorhous-mexicanus-268457.wav_2","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_2",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_2","200303-000.wav_1006-1",0.172651646810435
"200303-001.wav_1007",1,0.04,0.114467120180998,3.1024,4.773,"Haemorhous-mexicanus-268457.wav_3","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_3",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_3","200303-000.wav_1007-1",0.160597983724879
"200303-001.wav_1008",1,0.04,0.142925170068005,2.7047,4.8525,"Haemorhous-mexicanus-268457.wav_4","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_4",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_4","200303-000.wav_1008-1",0.2090798462499
"200303-001.wav_1009",1,0.04,0.127596371882,2.9433,4.8525,"Haemorhous-mexicanus-268457.wav_5","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_5",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_5","200303-000.wav_1009-1",0.166173043774711
"200303-001.wav_1010",1,0.04,0.151700680272008,2.8638,4.6139,"Haemorhous-mexicanus-268457.wav_6","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_6",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_6","200303-000.wav_1010-1",0.218673036611149
"200303-001.wav_1011",1,0.04,0.129795918367997,2.7047,5.1707,"Haemorhous-mexicanus-268457.wav_7","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_7",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_7","200303-000.wav_1011-1",0.146101424297932
"200303-001.wav_1012",1,0.04,0.182335600907018,1.8296,5.0116,"Haemorhous-mexicanus-268457.wav_8","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_8",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_8","200303-000.wav_1012-1",0.166443302950797
"200303-001.wav_1013",1,0.04,0.127596371882,1.9092,4.3752,"Haemorhous-mexicanus-268457.wav_9","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_9",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_9","200303-000.wav_1013-1",0.144347981715673
"200303-001.wav_1014",1,0.04,0.140748299320003,2.1478,4.4548,"Haemorhous-mexicanus-268457.wav_10","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_10",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_10","200303-000.wav_1014-1",0.116609005359866
"200303-001.wav_1015",1,0.04,0.14074829931898,2.0683,4.2161,"Haemorhous-mexicanus-268457.wav_11","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_11",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_11","200303-000.wav_1015-1",0.187860325065825
"200303-001.wav_1016",1,0.04,0.191111111110993,1.4319,4.1366,"Haemorhous-mexicanus-268457.wav_12","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_12",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_12","200303-000.wav_1016-1",0.157167227588991
"200303-001.wav_1017",1,0.04,0.16263038548798,1.8296,4.2957,"Haemorhous-mexicanus-268457.wav_13","Paulina","desierto_cerrado","Haemorhous-mexicanus-268457.wav_13",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268457.wav_13","200303-000.wav_1017-1",0.150148528863001
"200303-001.wav_1018",1,0.04,0.136371882086004,2.9433,4.4548,"Haemorhous-mexicanus-268458.wav_1","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_1",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_1","200303-000.wav_1018-1",0.134639408348196
"200303-001.wav_1019",1,0.04,0.153877551021005,2.7047,4.9321,"Haemorhous-mexicanus-268458.wav_2","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_2",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_2","200303-000.wav_1019-1",0.237598378107251
"200303-001.wav_1020",1,0.04,0.149501133785983,2.7047,5.3298,"Haemorhous-mexicanus-268458.wav_3","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_3",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_3","200303-000.wav_1020-1",0.102726672770315
"200303-001.wav_1021",1,0.04,0.149501133787006,2.466,5.0912,"Haemorhous-mexicanus-268458.wav_4","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_4",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_4","200303-000.wav_1021-1",0.191025343267764
"200303-001.wav_1022",1,0.04,0.136371882086004,3.5797,6.4435,"Haemorhous-mexicanus-268458.wav_5","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_5",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_5","200303-000.wav_1022-1",0.102024533709405
"200303-001.wav_1023",1,0.04,0.123219954648996,2.0683,5.5685,"Haemorhous-mexicanus-268458.wav_7","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_7",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_7","200303-000.wav_1023-1",0.136323334757998
"200303-001.wav_1024",1,0.04,0.153877551019982,2.1478,4.8525,"Haemorhous-mexicanus-268458.wav_8","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_8",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_8","200303-000.wav_1024-1",0.145108778953388
"200303-001.wav_1025",1,0.04,0.219569160998,1.7501,5.0116,"Haemorhous-mexicanus-268458.wav_9","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_9",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_9","200303-000.wav_1025-1",0.158530083070565
"200303-001.wav_1026",1,0.04,0.223945578230976,1.9092,5.7276,"Haemorhous-mexicanus-268458.wav_10","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_10",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_10","200303-000.wav_1026-1",0.145735480619369
"200303-001.wav_1027",1,0.04,0.18891156462599,1.8296,4.4548,"Haemorhous-mexicanus-268458.wav_11","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_11",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_11","200303-000.wav_1027-1",0.138708886955017
"200303-001.wav_1028",1,0.04,0.153877551021005,2.0683,5.2503,"Haemorhous-mexicanus-268458.wav_12","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_12",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_12","200303-000.wav_1028-1",0.249937662171683
"200303-001.wav_1029",1,0.04,0.171405895691017,1.0341,7.3981,"Haemorhous-mexicanus-268458.wav_13","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_13",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_13","200303-000.wav_1029-1",0.0951923963740547
"200303-001.wav_1030",1,0.04,0.0969614512470196,1.6705,4.9321,"Haemorhous-mexicanus-268458.wav_14","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_14",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_14","200303-000.wav_1030-1",0.144270378922897
"200303-001.wav_1031",1,0.04,0.232698412699002,1.2728,3.8184,"Haemorhous-mexicanus-268458.wav_15","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_15",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_15","200303-000.wav_1031-1",0.134958867920973
"200303-001.wav_1032",1,0.04,0.429773242629985,1.3523,9.3073,"Haemorhous-mexicanus-268458.wav_16","Paulina","bosque_cerrado","Haemorhous-mexicanus-268458.wav_16",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-268458.wav_16","200303-000.wav_1032-1",0.225193204806996
"200303-001.wav_1033",1,0.04,0.147301587302004,2.6914,6.2181,"Haemorhous-mexicanus-378922.wav_1","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_1",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_1","200303-000.wav_1033-1",0.131510600850752
"200303-001.wav_1034",1,0.04,0.15825396825401,2.1346,5.1972,"Haemorhous-mexicanus-378922.wav_2","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_2",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_2","200303-000.wav_1034-1",0.137858046363406
"200303-001.wav_1035",1,0.04,0.248027210883984,1.949,5.8469,"Haemorhous-mexicanus-378922.wav_3","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_3",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_3","200303-000.wav_1035-1",0.113221716332037
"200303-001.wav_1036",1,0.04,0.164829931972982,3.4339,7.0534,"Haemorhous-mexicanus-378922.wav_4","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_4",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_4","200303-000.wav_1036-1",0.159012838342226
"200303-001.wav_1037",1,0.04,0.175782312924988,2.0418,4.7332,"Haemorhous-mexicanus-378922.wav_5","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_5",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_5","200303-000.wav_1037-1",0.134974506535405
"200303-001.wav_1038",1,0.04,0.217369614512997,2.413,6.4965,"Haemorhous-mexicanus-378922.wav_6","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_6",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_6","200303-000.wav_1038-1",0.202908750813606
"200303-001.wav_1039",1,0.04,0.142925170068005,2.5986,6.5894,"Haemorhous-mexicanus-378922.wav_7","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_7",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_7","200303-000.wav_1039-1",0.137790114857449
"200303-001.wav_1040",1,0.04,0.160453514739012,1.8562,4.0835,"Haemorhous-mexicanus-378922.wav_8","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_8",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_8","200303-000.wav_1040-1",0.124439347531338
"200303-001.wav_1041",1,0.04,0.228321995465003,1.5777,4.0835,"Haemorhous-mexicanus-378922.wav_9","Paulina","desierto_abierto","Haemorhous-mexicanus-378922.wav_9",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-378922.wav_9","200303-000.wav_1041-1",0.172015841741898
"200303-001.wav_1042",1,0.04,0.136009070294002,2.7047,4.4548,"Haemorhous-mexicanus-469591.wav_1","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_1",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_1","200303-000.wav_1042-1",0.100234041799795
"200303-001.wav_1043",1,0.04,0.139115646259008,2.2274,4.0968,"Haemorhous-mexicanus-469591.wav_2","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_2",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_2","200303-000.wav_1043-1",0.213789777785936
"200303-001.wav_1044",1,0.04,0.114331065759992,3.1024,4.773,"Haemorhous-mexicanus-469591.wav_3","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_3",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_3","200303-000.wav_1044-1",0.170408800194119
"200303-001.wav_1045",1,0.04,0.163877551019973,2.5854,4.8923,"Haemorhous-mexicanus-469591.wav_4","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_4",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_4","200303-000.wav_1045-1",0.101364872919783
"200303-001.wav_1046",1,0.04,0.160793650794013,1.949,3.6991,"Haemorhous-mexicanus-469591.wav_5","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_5",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_5","200303-000.wav_1046-1",0.178424929412338
"200303-001.wav_1047",1,0.04,0.129818594104003,2.2672,4.1366,"Haemorhous-mexicanus-469591.wav_6","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_6",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_6","200303-000.wav_1047-1",0.123625454793447
"200303-001.wav_1048",1,0.04,0.191746031746001,2.3069,4.4548,"Haemorhous-mexicanus-469591.wav_7","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_7",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_7","200303-000.wav_1048-1",0.12182768397617
"200303-001.wav_1049",1,0.04,0.297029478458008,1.6308,4.8923,"Haemorhous-mexicanus-469591.wav_8","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_8",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_8","200303-000.wav_1049-1",0.135260275679245
"200303-001.wav_1050",1,0.04,0.166984126983984,4.2559,7.0799,"Haemorhous-mexicanus-469591.wav_9","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_9",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_9","200303-000.wav_1050-1",0.255688729093541
"200303-001.wav_1051",1,0.04,0.136009070294997,2.1081,4.773,"Haemorhous-mexicanus-469591.wav_10","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_10",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_10","200303-000.wav_1051-1",0.224044926000444
"200303-001.wav_1052",1,0.04,0.182471655329018,4.4945,5.9662,"Haemorhous-mexicanus-469591.wav_11","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_11",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_11","200303-000.wav_1052-1",0.117011148808185
"200303-001.wav_1053",1,0.04,0.12052154195002,1.949,2.7445,"Haemorhous-mexicanus-469591.wav_12","Paulina","bosque_abierto","Haemorhous-mexicanus-469591.wav_12",24,0.31,30,"abierta",1,"Haemorhous-mexicanus-469591.wav_12","200303-000.wav_1053-1",0.184484523690268
